Toyota,Camry,2000,White,4,-1
Toyota,Camry,1999,Blue,4,-1
Toyota,Camry,2008,Silver,4,-1
Toyota,Camry,2014,Silver,4,-1
Toyota,Camry,2013,Brown,4,-1
Toyota,Camry,2014,Red,4,-1
Toyota,Camry,2016,Yellow,4,-1
Toyota,Camry,2003,Yellow,4,-1
Toyota,Camry,2016,Brown,4,-1
Toyota,Camry,2017,Black,4,-1
Toyota,Camry,2005,Green,4,-1
Toyota,Camry,2011,Red,4,-1
Toyota,Camry,2005,Silver,4,-1
Toyota,Camry,2008,Yellow,4,-1
Toyota,Camry,2000,Yellow,4,-1
Toyota,Camry,2008,Red,4,-1
Toyota,Camry,2014,Black,4,-1
Toyota,Camry,2014,White,4,-1
Toyota,Camry,2001,Gray,4,-1
Toyota,Camry,2005,Red,4,-1
Toyota,Camry,2017,Gray,4,-1
Toyota,Camry,2009,Black,4,-1
Toyota,Camry,1999,Blue,4,-1
Toyota,Camry,2007,Blue,4,-1
Toyota,Camry,2009,Yellow,4,-1
Toyota,Camry,2016,Green,4,-1
Toyota,Camry,2013,Red,4,-1
Toyota,Camry,2009,Green,4,-1
Toyota,Camry,2004,Red,4,-1
Toyota,Camry,1999,Yellow,4,-1
Toyota,Camry,2003,Blue,4,-1
Toyota,Camry,2013,Green,4,-1
Toyota,Camry,2005,Red,4,-1
Toyota,Camry,2001,Blue,4,-1
Toyota,Camry,2012,Blue,4,-1
Toyota,Camry,2008,White,4,-1
Toyota,Camry,2000,Gray,4,-1
Toyota,Camry,2005,Blue,4,-1
Toyota,Camry,2017,Gray,4,-1
Toyota,Camry,2002,Gray,4,-1
Toyota,Camry,2010,Gray,4,-1
Toyota,Camry,2008,Yellow,4,-1
Toyota,Camry,2003,Black,4,-1
Toyota,Camry,2000,Blue,4,-1
Toyota,Camry,2005,Red,4,-1
Toyota,Camry,2000,Yellow,4,-1
Toyota,Camry,2007,Green,4,-1
Toyota,Camry,2000,White,4,-1
Toyota,Camry,2011,Yellow,4,-1
Toyota,Camry,2010,Red,4,-1
Toyota,Camry,2009,Silver,4,-1
Toyota,Camry,2006,White,4,-1
Toyota,Camry,2013,Blue,4,-1
Toyota,Camry,2008,White,4,-1
Toyota,Camry,2017,Yellow,4,-1
Toyota,Camry,2017,Green,4,-1
Toyota,Camry,2012,Red,4,-1
Toyota,Camry,2009,Yellow,4,-1
Toyota,Camry,2001,Black,4,-1
Toyota,Camry,2009,Silver,4,-1
Toyota,Camry,2006,Red,4,-1
Toyota,Camry,2016,Gray,4,-1
Toyota,Camry,2016,Blue,4,-1
Toyota,Camry,2011,Brown,4,-1
Toyota,Camry,2009,Black,4,-1
Toyota,Camry,2008,Yellow,4,-1
Toyota,Camry,2002,Blue,4,-1
Toyota,Camry,2007,Gray,4,-1
Toyota,Camry,2008,Yellow,4,-1
Toyota,Camry,2001,Brown,4,-1
Toyota,Camry,2002,Red,4,-1
Toyota,Camry,2012,Black,4,-1
Toyota,Camry,2006,Gray,4,-1
Toyota,Camry,2014,Yellow,4,-1
Toyota,Camry,2005,Brown,4,-1
Toyota,Camry,2007,Yellow,4,-1
Toyota,Camry,2010,Brown,4,-1
Toyota,Camry,2008,White,4,-1
Toyota,Camry,2006,Blue,4,-1
Toyota,Camry,1999,White,4,-1
Toyota,Camry,2000,White,4,-1
Toyota,Camry,2008,Green,4,-1
Toyota,Camry,2002,White,4,-1
Toyota,Camry,2001,Gray,4,-1
Toyota,Camry,2016,Gray,4,-1
Toyota,Camry,2013,Gray,4,-1
Toyota,Camry,2003,Red,4,-1
Toyota,Camry,2012,Brown,4,-1
Toyota,Camry,2008,Silver,4,-1
Toyota,Camry,2014,Silver,4,-1
Toyota,Camry,2015,Yellow,4,-1
Toyota,Camry,1999,Blue,4,-1
Toyota,Camry,2000,Blue,4,-1
Toyota,Camry,2013,Green,4,-1
Toyota,Camry,2000,Green,4,-1
Toyota,Camry,2004,Black,4,-1
Toyota,Camry,2001,White,4,-1
Toyota,Camry,2015,Silver,4,-1
Toyota,Camry,2011,Gray,4,-1
Toyota,Camry,2012,Yellow,4,-1
Toyota,Camry,2011,Brown,4,-1
